job_key,job_title,company,status,application_stage,date_applied,follow_up,last_updated,resume_used,cover_letter_used,recruiter_name,recruiter_email,interview_date,salary,apply_url,source_email_url,job_link,notes
job|supply chain analyst|daikin applied americas|minnesota,Supply Chain Analyst II,Daikin Applied Americas,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Inventory+Analyst&distance=25&geoId=103039849&f_TPR=a1782252183-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4432496817,4429820744,4431841509,4432822993,4414216475,4419895038&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BxFGoBRC9RZOUo7ZFuMm3yQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=0lbeqGpOSikIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti-null-e8kqnz~mqvwdri0~ti-null-null&eid=e8kqnz-mqvwdri0-ti&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjc4OWM5ZDk0NzkwYTc4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZTk2NzdjMmNlODE1MWIyYjY4YzI5Yjg4ZjNhMmQ4ZGVkZDVlMzUxNzJiZjlhNWYsMSwx",https://mail.google.com/mail/u/0/#inbox/19f0778feff40d8e,"https://www.linkedin.com/comm/jobs/search?keywords=Inventory+Analyst&distance=25&geoId=103039849&f_TPR=a1782252183-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4432496817,4429820744,4431841509,4432822993,4414216475,4419895038&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BxFGoBRC9RZOUo7ZFuMm3yQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=0lbeqGpOSikIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti-null-e8kqnz~mqvwdri0~ti-null-null&eid=e8kqnz-mqvwdri0-ti&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjc4OWM5ZDk0NzkwYTc4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZTk2NzdjMmNlODE1MWIyYjY4YzI5Yjg4ZjNhMmQ4ZGVkZDVlMzUxNzJiZjlhNWYsMSwx",
job|warehouse coordinator|tennant|minnesota,Warehouse Coordinator,Tennant Company,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Inventory+Analyst&distance=25&geoId=103039849&f_TPR=a1782252183-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4432496817,4429820744,4431841509,4432822993,4414216475,4419895038&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BxFGoBRC9RZOUo7ZFuMm3yQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=0lbeqGpOSikIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti-null-e8kqnz~mqvwdri0~ti-null-null&eid=e8kqnz-mqvwdri0-ti&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjc4OWM5ZDk0NzkwYTc4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZTk2NzdjMmNlODE1MWIyYjY4YzI5Yjg4ZjNhMmQ4ZGVkZDVlMzUxNzJiZjlhNWYsMSwx",https://mail.google.com/mail/u/0/#inbox/19f0778feff40d8e,"https://www.linkedin.com/comm/jobs/search?keywords=Inventory+Analyst&distance=25&geoId=103039849&f_TPR=a1782252183-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4432496817,4429820744,4431841509,4432822993,4414216475,4419895038&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BxFGoBRC9RZOUo7ZFuMm3yQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=0lbeqGpOSikIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti-null-e8kqnz~mqvwdri0~ti-null-null&eid=e8kqnz-mqvwdri0-ti&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjc4OWM5ZDk0NzkwYTc4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZTk2NzdjMmNlODE1MWIyYjY4YzI5Yjg4ZjNhMmQ4ZGVkZDVlMzUxNzJiZjlhNWYsMSwx",
job|production planner i|tsi incorporated|minnesota,Production Planner I,TSI Incorporated,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Inventory+Analyst&distance=25&geoId=103039849&f_TPR=a1782252183-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4432496817,4429820744,4431841509,4432822993,4414216475,4419895038&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BxFGoBRC9RZOUo7ZFuMm3yQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=0lbeqGpOSikIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti-null-e8kqnz~mqvwdri0~ti-null-null&eid=e8kqnz-mqvwdri0-ti&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjc4OWM5ZDk0NzkwYTc4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZTk2NzdjMmNlODE1MWIyYjY4YzI5Yjg4ZjNhMmQ4ZGVkZDVlMzUxNzJiZjlhNWYsMSwx",https://mail.google.com/mail/u/0/#inbox/19f0778feff40d8e,"https://www.linkedin.com/comm/jobs/search?keywords=Inventory+Analyst&distance=25&geoId=103039849&f_TPR=a1782252183-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4432496817,4429820744,4431841509,4432822993,4414216475,4419895038&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BxFGoBRC9RZOUo7ZFuMm3yQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=0lbeqGpOSikIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15854607196_fmid_e8kqnz~mqvwdri0~ti-null-e8kqnz~mqvwdri0~ti-null-null&eid=e8kqnz-mqvwdri0-ti&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjc4OWM5ZDk0NzkwYTc4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZTk2NzdjMmNlODE1MWIyYjY4YzI5Yjg4ZjNhMmQ4ZGVkZDVlMzUxNzJiZjlhNWYsMSwx",
job|associates client services representative|thomson reuters|minnesota,Associates Client Services Representative,Thomson Reuters,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Order+Management+Analyst&distance=25&geoId=104195615&f_TPR=a1782305777-&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4422466630,4431849573,4422984193,4424267081,4419895038,4432122042&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BZlqKNYMJQNmEWWRy13jpjQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1a4JAGgiAqkIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj-null-e8kqnz~mqvs3gc2~oj-null-null&eid=e8kqnz-mqvs3gc2-oj&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4NmM4ZDA0NjllYTY4YjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhOWJiNjZiOWU4ZDc1ZTg5MTZhNDY1NTIzMTE5NmM5ZjIwYTZkODY2MzE0MzUxZjIsMSwx",https://mail.google.com/mail/u/0/#inbox/19f070b5135955a2,"https://www.linkedin.com/comm/jobs/search?keywords=Order+Management+Analyst&distance=25&geoId=104195615&f_TPR=a1782305777-&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4422466630,4431849573,4422984193,4424267081,4419895038,4432122042&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BZlqKNYMJQNmEWWRy13jpjQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1a4JAGgiAqkIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj-null-e8kqnz~mqvs3gc2~oj-null-null&eid=e8kqnz-mqvs3gc2-oj&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4NmM4ZDA0NjllYTY4YjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhOWJiNjZiOWU4ZDc1ZTg5MTZhNDY1NTIzMTE5NmM5ZjIwYTZkODY2MzE0MzUxZjIsMSwx",
job|strategic customer service & planning coordinator (56320)|mill rock packaging|minnesota,Strategic Customer Service & Planning Coordinator (56320),Mill Rock Packaging,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Order+Management+Analyst&distance=25&geoId=104195615&f_TPR=a1782305777-&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4422466630,4431849573,4422984193,4424267081,4419895038,4432122042&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BZlqKNYMJQNmEWWRy13jpjQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1a4JAGgiAqkIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj-null-e8kqnz~mqvs3gc2~oj-null-null&eid=e8kqnz-mqvs3gc2-oj&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4NmM4ZDA0NjllYTY4YjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhOWJiNjZiOWU4ZDc1ZTg5MTZhNDY1NTIzMTE5NmM5ZjIwYTZkODY2MzE0MzUxZjIsMSwx",https://mail.google.com/mail/u/0/#inbox/19f070b5135955a2,"https://www.linkedin.com/comm/jobs/search?keywords=Order+Management+Analyst&distance=25&geoId=104195615&f_TPR=a1782305777-&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4422466630,4431849573,4422984193,4424267081,4419895038,4432122042&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BZlqKNYMJQNmEWWRy13jpjQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1a4JAGgiAqkIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj-null-e8kqnz~mqvs3gc2~oj-null-null&eid=e8kqnz-mqvs3gc2-oj&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4NmM4ZDA0NjllYTY4YjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhOWJiNjZiOWU4ZDc1ZTg5MTZhNDY1NTIzMTE5NmM5ZjIwYTZkODY2MzE0MzUxZjIsMSwx",
job|production account coordinator|thomson reuters|minnesota,Production Account Coordinator,Thomson Reuters,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Order+Management+Analyst&distance=25&geoId=104195615&f_TPR=a1782305777-&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4422466630,4431849573,4422984193,4424267081,4419895038,4432122042&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BZlqKNYMJQNmEWWRy13jpjQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1a4JAGgiAqkIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj-null-e8kqnz~mqvs3gc2~oj-null-null&eid=e8kqnz-mqvs3gc2-oj&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4NmM4ZDA0NjllYTY4YjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhOWJiNjZiOWU4ZDc1ZTg5MTZhNDY1NTIzMTE5NmM5ZjIwYTZkODY2MzE0MzUxZjIsMSwx",https://mail.google.com/mail/u/0/#inbox/19f070b5135955a2,"https://www.linkedin.com/comm/jobs/search?keywords=Order+Management+Analyst&distance=25&geoId=104195615&f_TPR=a1782305777-&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4422466630,4431849573,4422984193,4424267081,4419895038,4432122042&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BZlqKNYMJQNmEWWRy13jpjQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1a4JAGgiAqkIk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15701694044_fmid_e8kqnz~mqvs3gc2~oj-null-e8kqnz~mqvs3gc2~oj-null-null&eid=e8kqnz-mqvs3gc2-oj&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4NmM4ZDA0NjllYTY4YjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhOWJiNjZiOWU4ZDc1ZTg5MTZhNDY1NTIzMTE5NmM5ZjIwYTZkODY2MzE0MzUxZjIsMSwx",
job|data analyst i - uhc cove|unitedhealthcare|minnesota,Data Analyst I - UHC Cove,UnitedHealthcare,Not Applied,Not Applied,,,2026-06-27,Business Analytics Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Business+Data+Analyst&distance=25&geoId=103039849&f_TPR=a1782204499-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4431216357,4422030767,4429820744,4432539436,4429992293,4421892790&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BmzNfYG%2BiTK247YKKFKmthw%3D%3D&midToken=AQEueGkJOVadGg&midSig=2vDfjzi7CPksk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3-null-e8kqnz~mqvoezie~n3-null-null&eid=e8kqnz-mqvoezie-n3&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4Y2NhZDI0ODlkYWQ4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZWI3MTRlZGNkZGI2ZWY5ZDk3N2NkYzlhODVkMTU3ODM3Nzk0ZDMxODA4YjVmYTYsMSwx",https://mail.google.com/mail/u/0/#inbox/19f06ad0bc919094,"https://www.linkedin.com/comm/jobs/search?keywords=Business+Data+Analyst&distance=25&geoId=103039849&f_TPR=a1782204499-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4431216357,4422030767,4429820744,4432539436,4429992293,4421892790&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BmzNfYG%2BiTK247YKKFKmthw%3D%3D&midToken=AQEueGkJOVadGg&midSig=2vDfjzi7CPksk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3-null-e8kqnz~mqvoezie~n3-null-null&eid=e8kqnz-mqvoezie-n3&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4Y2NhZDI0ODlkYWQ4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZWI3MTRlZGNkZGI2ZWY5ZDk3N2NkYzlhODVkMTU3ODM3Nzk0ZDMxODA4YjVmYTYsMSwx",
job|salesforce data cloud specialist -remote usa|addison group|minnesota,Salesforce Data Cloud Specialist -Remote USA,Addison Group,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Business+Data+Analyst&distance=25&geoId=103039849&f_TPR=a1782204499-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4431216357,4422030767,4429820744,4432539436,4429992293,4421892790&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BmzNfYG%2BiTK247YKKFKmthw%3D%3D&midToken=AQEueGkJOVadGg&midSig=2vDfjzi7CPksk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3-null-e8kqnz~mqvoezie~n3-null-null&eid=e8kqnz-mqvoezie-n3&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4Y2NhZDI0ODlkYWQ4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZWI3MTRlZGNkZGI2ZWY5ZDk3N2NkYzlhODVkMTU3ODM3Nzk0ZDMxODA4YjVmYTYsMSwx",https://mail.google.com/mail/u/0/#inbox/19f06ad0bc919094,"https://www.linkedin.com/comm/jobs/search?keywords=Business+Data+Analyst&distance=25&geoId=103039849&f_TPR=a1782204499-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4431216357,4422030767,4429820744,4432539436,4429992293,4421892790&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BmzNfYG%2BiTK247YKKFKmthw%3D%3D&midToken=AQEueGkJOVadGg&midSig=2vDfjzi7CPksk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3-null-e8kqnz~mqvoezie~n3-null-null&eid=e8kqnz-mqvoezie-n3&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4Y2NhZDI0ODlkYWQ4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZWI3MTRlZGNkZGI2ZWY5ZDk3N2NkYzlhODVkMTU3ODM3Nzk0ZDMxODA4YjVmYTYsMSwx",
job|product reporting analysis|boston scientific|minnesota,Product Reporting Analysis II,Boston Scientific,Not Applied,Not Applied,,,2026-06-27,Business Analytics Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Business+Data+Analyst&distance=25&geoId=103039849&f_TPR=a1782204499-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4431216357,4422030767,4429820744,4432539436,4429992293,4421892790&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BmzNfYG%2BiTK247YKKFKmthw%3D%3D&midToken=AQEueGkJOVadGg&midSig=2vDfjzi7CPksk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3-null-e8kqnz~mqvoezie~n3-null-null&eid=e8kqnz-mqvoezie-n3&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4Y2NhZDI0ODlkYWQ4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZWI3MTRlZGNkZGI2ZWY5ZDk3N2NkYzlhODVkMTU3ODM3Nzk0ZDMxODA4YjVmYTYsMSwx",https://mail.google.com/mail/u/0/#inbox/19f06ad0bc919094,"https://www.linkedin.com/comm/jobs/search?keywords=Business+Data+Analyst&distance=25&geoId=103039849&f_TPR=a1782204499-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4431216357,4422030767,4429820744,4432539436,4429992293,4421892790&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BmzNfYG%2BiTK247YKKFKmthw%3D%3D&midToken=AQEueGkJOVadGg&midSig=2vDfjzi7CPksk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3-null-e8kqnz~mqvoezie~n3-null-null&eid=e8kqnz-mqvoezie-n3&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4Y2NhZDI0ODlkYWQ4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZWI3MTRlZGNkZGI2ZWY5ZDk3N2NkYzlhODVkMTU3ODM3Nzk0ZDMxODA4YjVmYTYsMSwx",
job|business intelligence analyst|mystic lake casino hotel|minnesota,Business Intelligence Analyst,Mystic Lake Casino Hotel,Not Applied,Not Applied,,,2026-06-27,Business Analytics Resume,No,,,,,"https://www.linkedin.com/comm/jobs/search?keywords=Business+Data+Analyst&distance=25&geoId=103039849&f_TPR=a1782204499-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4431216357,4422030767,4429820744,4432539436,4429992293,4421892790&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BmzNfYG%2BiTK247YKKFKmthw%3D%3D&midToken=AQEueGkJOVadGg&midSig=2vDfjzi7CPksk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3-null-e8kqnz~mqvoezie~n3-null-null&eid=e8kqnz-mqvoezie-n3&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4Y2NhZDI0ODlkYWQ4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZWI3MTRlZGNkZGI2ZWY5ZDk3N2NkYzlhODVkMTU3ODM3Nzk0ZDMxODA4YjVmYTYsMSwx",https://mail.google.com/mail/u/0/#inbox/19f06ad0bc919094,"https://www.linkedin.com/comm/jobs/search?keywords=Business+Data+Analyst&distance=25&geoId=103039849&f_TPR=a1782204499-&f_SAL=&sortBy=R&origin=JOB_ALERT_EMAIL&originToLandingJobPostings=4431216357,4422030767,4429820744,4432539436,4429992293,4421892790&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BmzNfYG%2BiTK247YKKFKmthw%3D%3D&midToken=AQEueGkJOVadGg&midSig=2vDfjzi7CPksk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-header_ssid_15752963732_fmid_e8kqnz~mqvoezie~n3-null-e8kqnz~mqvoezie~n3-null-null&eid=e8kqnz-mqvoezie-n3&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UyYjY4Y2NhZDI0ODlkYWQ4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZhZWI3MTRlZGNkZGI2ZWY5ZDk3N2NkYzlhODVkMTU3ODM3Nzk0ZDMxODA4YjVmYTYsMSwx",
job|salesforce administrator remote|work from home|m,Salesforce administrator remote,Work from home,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,
"job|salesforce administrative specialist - freelance, remote|magic|us","Salesforce Administrative Specialist - Freelance, Remote",Magic,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,
"job|(senior) salesforce consultants (salesforce developer, salesforce architect|or salesforce administrator full remote consultant|all european careers","(Senior) Salesforce Consultants (Salesforce Developer, Salesforce Architect",or Salesforce Administrator) - Full remote - Consultant,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,
job|or salesforce administrator) - full remote - consultant|all european careers|us,or Salesforce Administrator) - Full remote - Consultant,All-European Careers,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,
"job|senior salesforce administrator - remote, client-facing|genesis10|via learn4good","Senior Salesforce Administrator - Remote, Client-Facing",Genesis10,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,
job|salesforce administrator – remote focus|alliance advisors|us,Salesforce Administrator – Remote Focus,Alliance Advisors,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,
job|salesforce admin/qa w secret clearance|compass strategy design|via simplyhired,Salesforce Admin/QA w Secret Clearance,Compass Strategy Design,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,
job|salesforce advance administrator remote (sales / service cloud / flows )|valintry|us,Salesforce Advance Administrator REMOTE (Sales / Service Cloud / Flows ),VALiNTRY,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,https://mail.google.com/mail/u/0/#inbox/19f0693ba6dd850a,
