job_title,company,location,source,score,fit_category,target_track,recommended_resume,resume_fit_level,job_intelligence_summary,why_this_fits,resume_focus,job_intelligence_interview_focus,potential_concerns,suggested_next_action,application_stage,email_date
Analyst jobs mn,Minnesota,Logo,Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Analyst jobs mn at Minnesota is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Systems Analyst II,Bosch Building Technologies North America,"Burnsville, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Systems Analyst II at Bosch Building Technologies North America is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Financial Analyst,Robert Half,"Eagan, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Financial Analyst at Robert Half is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Sr. Business Systems Analyst,Entrust,"Shakopee, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Sr. Business Systems Analyst at Entrust is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
M&A Analyst,Daikin Applied Americas,"Plymouth, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,M&A Analyst at Daikin Applied Americas is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Business Technology Analyst,US Bank,"Hopkins, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Business Technology Analyst at US Bank is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Business Technology Analyst,U.S. Bank,"Hopkins, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Business Technology Analyst at U.S. Bank is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Operations Control Specialist,Life Link III,"Minneapolis, MN (On-site)",LinkedIn,35,Low Match,Business Analyst,Business Analyst Resume,Low Resume Fit,"Operations Control Specialist at Life Link III is a low match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Business Intelligence Analyst,Mystic Lake Casino Hotel,"Prior Lake, MN",LinkedIn,35,Low Match,Data / Reporting,Business Analytics Resume,Low Resume Fit,"Business Intelligence Analyst at Mystic Lake Casino Hotel is a low match for the Data / Reporting track. Aligns with reporting, dashboards, Excel, Tableau, and analytics development Good opportunity to discuss data storytelling and decision support Matches preferred location/work arrangement","Aligns with reporting, dashboards, Excel, Tableau, and analytics development | Good opportunity to discuss data storytelling and decision support | Matches preferred location/work arrangement","Use Business Analytics Resume. Focus on: Use the Business Analytics resume | Highlight Excel, dashboards, reporting, Tableau, and analytics coursework | Show how reports helped decision making",Excel analysis | Dashboard design | Data storytelling | SQL/SOQL basics,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Business Systems Analyst 2 or 3,Metropolitan Council,"Minneapolis, MN, United States",Google Job Alert,35,Low Match,Business Analyst,Business Analyst Resume,Low Resume Fit,"Business Systems Analyst 2 or 3 at Metropolitan Council is a low match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Business Technology Analyst,US Bank National Association,"Hopkins, MN, United States",Google Job Alert,35,Low Match,Business Analyst,Business Analyst Resume,Low Resume Fit,"Business Technology Analyst at US Bank National Association is a low match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
"Senior, Business Solutions Analyst - Tax Transformation",Deloitte,"Minneapolis, MN, United States",Google Job Alert,35,Low Match,Business Analyst,Business Analyst Resume,Low Resume Fit,"Senior, Business Solutions Analyst - Tax Transformation at Deloitte is a low match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Business Technology Analyst,U.S. Bank National Association,"Hopkins, MN, United States",Google Job Alert,35,Low Match,Business Analyst,Business Analyst Resume,Low Resume Fit,"Business Technology Analyst at U.S. Bank National Association is a low match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Inventory Specialist I,Fairview Health Services,"Maplewood, MN",LinkedIn,35,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Inventory Specialist I at Fairview Health Services is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Inventory Coordinator (1st shift),Cardinal Health,"Champlin, MN",LinkedIn,35,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Inventory Coordinator (1st shift) at Cardinal Health is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
"Trader, Operations",Osaic,"Oakdale, MN",LinkedIn,35,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Trader, Operations at Osaic is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Incident Response Analyst,Apex Systems,"Eagan, MN",LinkedIn,35,Low Match,General / Other,General Resume,Low Resume Fit,Incident Response Analyst at Apex Systems is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Inventory Coordinator,Medline,"Rogers, MN",LinkedIn,35,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Inventory Coordinator at Medline is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Buyer Analyst,nVent,"Blaine, MN (On-site)",LinkedIn,35,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Buyer Analyst at nVent is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Sr. Sourcing/Supply Chain Specialist,"DAVRON, LLC","Bloomington, MN (On-site)",LinkedIn,35,Low Match,Data / Reporting,Business Analytics Resume,Low Resume Fit,"Sr. Sourcing/Supply Chain Specialist at DAVRON, LLC is a low match for the Data / Reporting track. Aligns with reporting, dashboards, Excel, Tableau, and analytics development Good opportunity to discuss data storytelling and decision support Matches preferred location/work arrangement","Aligns with reporting, dashboards, Excel, Tableau, and analytics development | Good opportunity to discuss data storytelling and decision support | Matches preferred location/work arrangement","Use Business Analytics Resume. Focus on: Use the Business Analytics resume | Highlight Excel, dashboards, reporting, Tableau, and analytics coursework | Show how reports helped decision making",Excel analysis | Dashboard design | Data storytelling | SQL/SOQL basics,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Associate Technical Analyst,"Strategic Education, Inc","Minneapolis, MN",LinkedIn,35,Low Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,"Associate Technical Analyst at Strategic Education, Inc is a low match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Senior Consultant - Application Development (Food),Cargill,"Wayzata, MN",LinkedIn,35,Low Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,"Senior Consultant - Application Development (Food) at Cargill is a low match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement Company is flagged as Target Company","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement | Company is flagged as Target Company","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Supply Chain Coordinator (Direct Hire),Ultimate Staffing,"Hastings, MN (On-site)",LinkedIn,35,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Supply Chain Coordinator (Direct Hire) at Ultimate Staffing is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Production & Inventory Control Specialist,Ultimate Staffing,"Minnetonka, MN (On-site)",LinkedIn,35,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Production & Inventory Control Specialist at Ultimate Staffing is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Trade & Transportation Compliance Analyst,Pace® Analytical Services,"Minneapolis, MN",LinkedIn,35,Low Match,General / Other,General Resume,Low Resume Fit,Trade & Transportation Compliance Analyst at Pace® Analytical Services is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Business System Analyst with Banking & Lending,Dignifyd,"St Paul, MN, United States",Google Job Alert,35,Low Match,Business Analyst,Business Analyst Resume,Low Resume Fit,"Business System Analyst with Banking & Lending at Dignifyd is a low match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Commercial MultiLine Business/ System Analyst,"Emergent Holdings, Inc.","Minneapolis, MN, United States",Google Job Alert,35,Low Match,Business Analyst,Business Analyst Resume,Low Resume Fit,"Commercial MultiLine Business/ System Analyst at Emergent Holdings, Inc. is a low match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Dayforce HRIS Analyst,Robert Half,"Bloomington, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Dayforce HRIS Analyst at Robert Half is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Catastrophe Analyst,PURE Insurance,"Bloomington, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Catastrophe Analyst at PURE Insurance is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
"Financial Analyst Jobs in USA, MN, Minneapolis | Rose International Job",Rose International,"Minneapolis, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,"Financial Analyst Jobs in USA, MN, Minneapolis | Rose International Job at Rose International is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement",Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Risk Management Analyst,TopLine Financial Credit Union,"Circle Pines, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Risk Management Analyst at TopLine Financial Credit Union is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Revenue Analyst - Digital Assets & Money Movement,US Bank National Association,"Minneapolis, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Revenue Analyst - Digital Assets & Money Movement at US Bank National Association is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Revenue Analyst - Digital Assets & Money Movement,U.S. Bank National Association,"Minneapolis, MN, United States",Google Job Alert,35,Low Match,General / Other,General Resume,Low Resume Fit,Revenue Analyst - Digital Assets & Money Movement at U.S. Bank National Association is a low match for the General / Other track. Possible transferable-skills opportunity Matches preferred location/work arrangement,Possible transferable-skills opportunity | Matches preferred location/work arrangement,"Use General Resume. Focus on: Use the General resume | Highlight transferable operations, sales, customer support, and problem solving experience",Transferable skills | Customer and stakeholder communication | Problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Production Planner I,TSI Incorporated,"St Paul, MN",LinkedIn,30,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Production Planner I at TSI Incorporated is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-26
Procurement Specialist,PartsSource Inc.,"Minnetonka, MN (On-site)",LinkedIn,30,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Procurement Specialist at PartsSource Inc. is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Production Planner,Dalsin Industries,"Bloomington, MN (On-site)",LinkedIn,30,Low Match,Operations / Supply Chain,Operations / Supply Chain Resume,Low Resume Fit,"Production Planner at Dalsin Industries is a low match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Microsoft 365 and CRM Setup for Sales Team,Upwork,United States,Google Job Alert,25,Low Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,"Microsoft 365 and CRM Setup for Sales Team at Upwork is a low match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Copy of CRM Consultant (Creatio),Net at Work,via Ladders,Google Job Alert,25,Low Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,"Copy of CRM Consultant (Creatio) at Net at Work is a low match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location may need manual review,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
Zoho CRM Junior Administrator,CrewBloom,"CrewBloom, 347 5th Ave #1402, New York, NY, United States",Google Job Alert,25,Low Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,"Zoho CRM Junior Administrator at CrewBloom is a low match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-24
Customer Relationship Management Analyst II,vmysmartpros,United States,Google Job Alert,20,Low Match,Salesforce / CRM,Salesforce Resume,Low Resume Fit,"Customer Relationship Management Analyst II at vmysmartpros is a low match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Do not prioritize unless there is a strategic reason,Not Applied,2026-06-25
