job_key,job_title,company,location,source,score,match_percent,fit_category,target_track,recommended_resume,resume_fit_level,resume_fit_score,resume_suggestions,missing_or_watch_skills,interview_focus,job_intelligence_summary,why_this_fits,resume_focus,job_intelligence_interview_focus,potential_concerns,suggested_next_action,location_status,company_bonus,company_watchlist_category,target_strength,recommendation,apply_priority,application_status,application_stage,application_date,resume_used,cover_letter_used,recruiter_name,recruiter_email,interview_date,salary,follow_up_date,last_updated,job_link,apply_link_source,email_link_count,notes,match_reasons,email_subject,email_date
[remote] salesforce administrator i|frontendnode-production.up.railway.app,[Remote] Salesforce Administrator I,frontendnode-production.up.railway.app,Netherlands,Google Job Alert,90,90,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,90,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"[Remote] Salesforce Administrator I at frontendnode-production.up.railway.app is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location appears outside the target area,Prioritize for application,Outside Target Area,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce administrator, salesforce admin, salesforce, Remote, Outside target location","10 new jobs for ""salesforce administrator remote"" - Jun 24",2026-06-24
[remote] salesforce administrator|frontendnode-production.up.railway.app,[Remote] Salesforce Administrator,frontendnode-production.up.railway.app,Indonesia,Google Job Alert,90,90,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,90,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"[Remote] Salesforce Administrator at frontendnode-production.up.railway.app is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location appears outside the target area,Prioritize for application,Outside Target Area,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce administrator, salesforce admin, salesforce, Remote, Outside target location","10 new jobs for ""salesforce administrator remote"" - Jun 24",2026-06-24
salesforce administrator - work from home|frontendnode-production.up.railway.app,Salesforce Administrator - Work From Home,frontendnode-production.up.railway.app,South Korea,Google Job Alert,90,90,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,90,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Administrator - Work From Home at frontendnode-production.up.railway.app is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location appears outside the target area,Prioritize for application,Outside Target Area,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce administrator, salesforce admin, salesforce, Remote, Outside target location","10 new jobs for ""salesforce administrator remote"" - Jun 24",2026-06-24
"sr. salesforce administrator, remote - est|frontendnode-production.up.railway.app","Sr. Salesforce Administrator, Remote - EST",frontendnode-production.up.railway.app,Japan,Google Job Alert,90,90,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,90,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Sr. Salesforce Administrator, Remote - EST at frontendnode-production.up.railway.app is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location appears outside the target area,Prioritize for application,Outside Target Area,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce administrator, salesforce admin, salesforce, Remote, Outside target location","10 new jobs for ""salesforce administrator remote"" - Jun 24",2026-06-24
"senior salesforce administrator (remote, us)|frontendnode-production.up.railway.app","Senior Salesforce Administrator (Remote, US)",frontendnode-production.up.railway.app,United Kingdom,Google Job Alert,90,90,Excellent Match,Salesforce / CRM,Salesforce Resume,Strong Resume Fit,90,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Senior Salesforce Administrator (Remote, US) at frontendnode-production.up.railway.app is a excellent match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location appears outside the target area,Prioritize for application,Outside Target Area,0,,Strong Target,Apply Now,Apply within 24 hours,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce administrator, salesforce admin, salesforce, Remote, Outside target location","10 new jobs for ""salesforce administrator remote"" - Jun 24",2026-06-24
senior data analyst: drive growth with data & dashboards|sportsman's guide,Senior Data Analyst: Drive Growth with Data & Dashboards,Sportsman's Guide,"Minneapolis, MN, United States",Google Job Alert,85,85,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,85,"Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",None flagged,Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,"Senior Data Analyst: Drive Growth with Data & Dashboards at Sportsman's Guide is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,Business Analyst Resume,No,,,,,,2026-06-25,,No link found,0,,"analyst, data analyst, dashboard, Minnesota location","10 new jobs for ""business analyst jobs mn"" - Jun 25",2026-06-25
d365 f&o finance business analyst|catch resource management,D365 F&O Finance Business Analyst,Catch Resource Management,"Minneapolis, MN, United States",Google Job Alert,85,85,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,85,"Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",None flagged,Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,"D365 F&O Finance Business Analyst at Catch Resource Management is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"business analyst, analyst, d365, Minnesota location","10 new jobs for ""analyst  jobs mn"" - Jun 24",2026-06-24
hubspot:salesforce admin (immediate need)|upwork,HubSpot:Salesforce Admin (Immediate Need),Upwork,United States,Google Job Alert,80,80,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,80,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"HubSpot:Salesforce Admin (Immediate Need) at Upwork is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"salesforce admin, salesforce","10 new jobs for ""salesforce admin jobs remote "" - Jun 25",2026-06-25
salesforce developer|ledgent technology,Salesforce Developer,Ledgent Technology,"Minneapolis, MN (Hybrid)",LinkedIn,80,80,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,80,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Developer at Ledgent Technology is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce, Hybrid, Minnesota location",Salesforce Administrator at TriCom Technical Services,2026-06-25
remote sales operations & crm admin|cengage group,Remote Sales Operations & CRM Admin,Cengage Group,"Hagåtña, Guam",Google Job Alert,80,80,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,80,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Remote Sales Operations & CRM Admin at Cengage Group is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location appears outside the target area,Review soon and compare against current application goals,Outside Target Area,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"crm admin, crm, operations, sales operations, Remote, Outside target location","10 new jobs for ""crm administrator remote "" - Jun 24",2026-06-24
crm & data analyst|chicago fire fc,CRM & Data Analyst,Chicago Fire FC,"Chicago, IL",LinkedIn,75,75,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,75,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"CRM & Data Analyst at Chicago Fire FC is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location may need manual review,Review soon and compare against current application goals,Unknown,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"crm, analyst, data analyst","“Salesforce Administrator
CRM…”: Informativ - Revenue Operations Analyst (RevOps) – Salesforce posted on 6/24/26",2026-06-25
salesforce developer- remote@ michigan|2.halvolink,Salesforce Developer- REMOTE@ Michigan,2.halvolink,South Africa,Google Job Alert,75,75,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,75,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Developer- REMOTE@ Michigan at 2.halvolink is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"salesforce, Remote","10 new jobs for ""salesforce admin jobs remote "" - Jun 25",2026-06-25
"analyst, revenue operations|jd power","Analyst, Revenue Operations",JD Power,United States,LinkedIn,75,75,Strong Match,Sales Ops / RevOps,Sales Ops / RevOps Resume,Possible Resume Fit,75,"Use the Sales Ops / RevOps resume | Highlight sales operations, CRM, reporting, and process improvement | Connect sales background to operational reporting and pipeline support",Revenue Operations,Pipeline reporting | Sales process improvement | CRM data quality | Stakeholder support,"Analyst, Revenue Operations at JD Power is a strong match for the Sales Ops / RevOps track. Aligns with sales operations, CRM reporting, and pipeline support experience Strong bridge between sales background and technical CRM skills Matches preferred location/work arrangement","Aligns with sales operations, CRM reporting, and pipeline support experience | Strong bridge between sales background and technical CRM skills | Matches preferred location/work arrangement","Use Sales Ops / RevOps Resume. Focus on: Use the Sales Ops / RevOps resume | Highlight sales operations, CRM, reporting, and process improvement | Connect sales background to operational reporting and pipeline support",Pipeline reporting | Sales process improvement | CRM data quality | Stakeholder support,Review possible missing/watch skills: Revenue Operations,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"analyst, operations, revenue operations",Domonique: your job alert for Sales Operations Analyst in United States has been created,2026-06-25
crm data analyst & administrator|howden,CRM Data Analyst & Administrator,Howden,via Lensa,Google Job Alert,75,75,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,75,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"CRM Data Analyst & Administrator at Howden is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location may need manual review,Review soon and compare against current application goals,Unknown,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"crm, analyst, data analyst","10 new jobs for ""crm administrator remote "" - Jun 24",2026-06-24
business analyst jobs mn|minnesota,Business analyst jobs mn,Minnesota,T,Google Job Alert,70,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,70,"Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",None flagged,Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,"Business analyst jobs mn at Minnesota is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"business analyst, analyst, Minnesota location","10 new jobs for ""business analyst jobs mn"" - Jun 25",2026-06-25
sr. business analyst|tricom technical services,Sr. Business Analyst,TriCom Technical Services,"Minnesota, United States",Google Job Alert,70,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,70,"Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",None flagged,Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,"Sr. Business Analyst at TriCom Technical Services is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,Business Analyst Resume,No,,,,,,2026-06-25,,No link found,0,,"business analyst, analyst, Minnesota location","10 new jobs for ""business analyst jobs mn"" - Jun 25",2026-06-25
systems applications business analyst|quanex,Systems Applications Business Analyst,Quanex,"56304, St Cloud, MN, United States",Google Job Alert,70,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,70,"Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",None flagged,Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,"Systems Applications Business Analyst at Quanex is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,Business Analyst Resume,No,,,,,,2026-06-25,,No link found,0,,"business analyst, analyst, Minnesota location","10 new jobs for ""business analyst jobs mn"" - Jun 25",2026-06-25
"senior salesforce cpq & billing business systems analyst|socotra, inc.",Senior Salesforce CPQ & Billing Business Systems Analyst,"Socotra, Inc.","St Paul, MN, United States",Google Job Alert,70,70,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,70,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Cpq,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Senior Salesforce CPQ & Billing Business Systems Analyst at Socotra, Inc. is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Review possible missing/watch skills: Cpq,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"salesforce, analyst, Minnesota location","4 new jobs for ""salesforce business analyst mn "" - Jun 25",2026-06-25
product operations analyst|instawork,Product Operations Analyst,Instawork,"Chicago, IL",LinkedIn,70,70,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,70,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Product Operations Analyst at Instawork is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location may need manual review,Review soon and compare against current application goals,Unknown,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,Salesforce Resume,No,,,,,,2026-06-25,,No link found,0,,"analyst, operations analyst, operations",Sales Operations Analyst / Salesforce / AI at Motion Recruitment,2026-06-25
senior business analyst|old national bank,Senior Business Analyst,Old National Bank,"Lake Elmo, MN",LinkedIn,70,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,70,"Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",None flagged,Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,"Senior Business Analyst at Old National Bank is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"business analyst, analyst, Minnesota location",Business Analyst at On-Demand Group: up to $56/hour,2026-06-24
salesforce business systems analyst - service ops & data|daikin applied,Salesforce Business Systems Analyst - Service Ops & Data,Daikin Applied,"St Paul, MN, United States",Google Job Alert,70,70,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,70,"Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",None flagged,Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,"Salesforce Business Systems Analyst - Service Ops & Data at Daikin Applied is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"salesforce, analyst, Minnesota location","10 new jobs for ""salesforce business analyst mn "" - Jun 24",2026-06-24
business analyst|old national bank,Business Analyst II,Old National Bank,"Lake Elmo, MN, United States",Google Job Alert,70,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,70,"Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",None flagged,Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,"Business Analyst II at Old National Bank is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Preferred,0,,Strong Target,High Priority,Apply this week,Not Applied,Not Applied,,,,,,,,,6/25/2026,,No link found,0,,"business analyst, analyst, Minnesota location","10 new jobs for ""business analyst jobs mn"" - Jun 24",2026-06-24
